AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
RX_J0714.5+7408,5317,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,FALSE,FALSE,FALSE,5317,"5294, 5380",39pm8,7.55E12 pm 1.57E12,37.0pm 1.9,done,"very weak, center is 5337 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J0714.5+7408,9558,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,FALSE,FALSE,FALSE,9558,"9562, 9592",14pm4,2.87E12 pm 8.92E11,9.9pm 4.1,done,"very weak, center is 9577 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1330.8+3119,1740,SDSSJ133025.22+304141.9,6,"('202.721666667', '31.3255555556')","(202.60509, 30.69498)",4.17E-74,0,25.0616555,2.216528818,325.6830843,x,2075.2,1799,59,29.22781275,x,1.7,0.8,62.6,105,84,0,x,x,x,Extended Src [SDSS],Extended Src [SDSS],0.006,0.241,DG,?,FALSE,FALSE,1740,"1654, 1810",153pm18,3.35E13 pm 4.54E12,53.7pm 2.3,f:Lya,"f:Lya labeled at 1740, I measure 1732 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,2654,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,2654,"2560, 2764",423pm17,1.56E14 pm 1.12E13,49.8pm 2.9,f:Lya,"f:Lya labeled at 2654, center is 2662. This galaxy is tiny, far away, and has no info (phot redshifts also).  : ONLY 1 GALAXY : NO GALAXIES : NO GALAXIES"
RX_J1330.8+3119,2822,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,2822,"2779, 2865",58pm13,1.19E13 pm 2.93E12,36.8pm 3.4,no,"Not marked, possibly weak Lya. This galaxy is tiny, far away, and has no info (phot redshifts also). Center is 2822 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1330.8+3119,4839,UGC08496NED02,6,"('202.721666667', '31.3255555556')","(202.5724, 31.33278)",0.08017446,4.80E-06,100.9194509,45.79467218,160.2380429,x,5104.2,4829,-10,71.89071302,x,12.8,6.6,58.7,47,46.2,UGC8496,.S?....,59.1,-99,HII,HII,0.016108,0.241,DG,?,TRUE,FALSE,4839,"4735, 4943",413pm16,1.42E14 pm 9.19E12,51.4pm 2.6,f:Lya,"good. Several other, closer galaxies. Just a bit too ambiguous, center is 4839 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,7401,UGC08492,4,"('202.721666667', '31.3255555556')","(202.52721, 31.38811)",0.066731961,0.080562365,204.0128691,211.5156614,335.4039983,x,7689.2,7414,13,108.2987054,x,35.5,34.1,16.2,70,40.6,UGC8492,.S?....,12.2,-99,S0,S0,0.02473,0.241,DG,?,FALSE,TRUE,7401,"7325, 7497",330pm15,1.09E14 pm 7.83E12,45.6pm 2.3,f:Lya,"f:Lya labeled at 7401, center is 7411. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,10180,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,10180,"10046, 10314",817pm13,4.14E14 pm 2.43E13,83.2pm 1.6,f:Lya,"f:Lya labeled at 10191, I measure 10180. I don't have galaxy information out this far : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1503.2+6810,7205,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.114,SP,FALSE,FALSE,FALSE,7205,"7124, 7264",180pm16,4.11E13 pm 4.49E12,43.1pm 3.0,Lya,"Lya marked at 7205, center is 7194 : NEEDS TO BE IDENTIFIED : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1503.2+6810,8231,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.114,SP,FALSE,FALSE,FALSE,8231,"8208, 8256",29pm10,6.20E12 pm 2.21E12,13.3pm 4.1,no,"weak, center is 8232 : NEEDS TO BE IDENTIFIED : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1503.2+6810,8835,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.114,SP,FALSE,FALSE,FALSE,8835,"8746, 8894",266pm15,7.45E13 pm 5.61E12,43.1pm 3.1,Lya,"Lya marked at 8845, center is 8820, blended : NEEDS TO BE IDENTIFIED : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J1503.2+6810,10122,CGCG318-012,1,"('225.81875', '68.1683333333')","(225.56167, 68.26181)",0.00756745,0.030958054,249.7749021,328.4055054,325.4437708,x,9911.8,9765,-357,139.60269,x,47.6,30.5,50.2,135,0.6,0,x,x,x,x,x,0.032573,0.114,SP,?,FALSE,TRUE,10122,"10080, 10170",44pm14,8.89E12 pm 2.98E12,29.4pm 5.1,Lya,center is 10127 : NEEDS TO BE IDENTIFIED : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
SBS1503+570,706,NGC5907,15,"('226.231666667', '56.8222222222')","(228.97404, 56.32877)",0.091562028,0.765125356,294.7210858,470.5795629,452.0596491,x,843,667,-39,16.3,x,60.5,6.6,83.7,x,46.8,NGC5907,.SAS5*/,83.7,155,SA(s)c: sp     HII:,SA(s)c: sp     HII:,0.002225,0.3589,SP,?,FALSE,TRUE,706,"631, 757",302pm24,9.17E13 pm 1.24E13,42.1pm 1.7,Lya,"Lya marked 705, center is 694 ; ambiguous = other nearby large galaxies: NGC5866, KUG1513+566, NGC5879 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1503+570,8920,x,0,"('226.2315', '56.8223')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3589,SP,FALSE,FALSE,FALSE,8920,"8780, 9036",587pm16,2.14E14 pm 1.18E13,69.6pm 2.1,Lya,"Lya marked 8920, center is 8908; two galaxies with 500 < v < 800 km/s = SDSSJ150606.34+563934.6, SDSSJ150659.06+564203.2 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SBS1537+577,754,UMaDwarf,1,"('234.541666667', '57.6036111111')","(158.72, 51.92)",-99,-99,-99,-99,73.66871659,x,1313,1101,347,0.101,x,x,x,x,x,x,0,x,x,x,dSph,dSph,0.003673,0.0734,SP,?,FALSE,FALSE,754,"687, 809",146pm36,3.28E13 pm 9.49E12,44.9pm2.8,Lya,center is 748 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
SBS1537+577,3279,NGC5987,4,"('234.541666667', '57.6036111111')","(234.98904, 58.07953)",0.022419712,0.173895038,322.0594318,570.666866,454.1825595,x,3170,3010,-269,48.9,x,68.8,29.6,64.5,60,33.3,NGC5987,.S..3..,71.6,165,Sb,Sb,0.01004,0.0734,SP,?,FALSE,TRUE,3279,"3174, 3380",358pm30,9.55E13 pm 1.07E13,64.4pm 2.7,Lya,center is 3277 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS1537+577,3549,SDSSJ153802.75+573018.3,3,"('234.541666667', '57.6036111111')","(234.5115, 57.50508)",0.332890535,0.000547168,86.86757243,33.05642146,90.50673833,x,3687.3,3525,-24,51.93368351,x,10.3,1.9,79.6,24,14.7,0,x,x,x,Sd(f),Sd(f),0.011759,0.0734,SP,?,TRUE,FALSE,3549,"3456, 3670",447pm28,1.40E14 pm 1.38E13,53.2pm 3.6,Lya,center is 3563 : VIRIAL VS CUSTOM RESULT MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS1537+577,3549,SDSSJ153802.75+573018.3,3,"('234.541666667', '57.6036111111')","(234.5115, 57.50508)",0.332890535,0.000547168,86.86757243,33.05642146,90.50673833,x,3687.3,3525,-24,51.93368351,x,10.3,1.9,79.6,24,14.7,0,x,x,x,Sd(f),Sd(f),0.011759,0.0734,SP,?,TRUE,FALSE,3549,"3456, 3670",447pm28,1.40E14 pm 1.38E13,53.2pm 3.6,Lya,center is 3563 : VIRIAL VS CUSTOM RESULT MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS1537+577,4077,SBS1540+576,1,"('234.541666667', '57.6036111111')","(235.29007, 57.53141)",3.31E-18,2.10E-230,63.89771317,16.955707,388.7298104,x,3877.6,3717,-360,54.61470227,x,6.6,4.9,42.3,36,64.2,0,x,x,x,x,x,0.012399,0.0734,SP,?,FALSE,FALSE,4077,"4032, 4148",72pm25,1.47E13 pm 5.48E12,45.0pm 3.8,Lya,center is 4090 : VIRIAL AND CUSTOM INCLUDE MISMATCH : ONLY 1 GALAXY : ONLY 1 GALAXY
SBS1537+577,8466,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,SP,FALSE,FALSE,FALSE,8466,"8413, 8501",48pm21,9.79E12 pm 4.38E12,31.1pm 7.9,Lya,center is 8457 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SBS1537+577,9008,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,SP,FALSE,FALSE,FALSE,9008,"8983, 9033",54pm14,1.23E13 pm 3.69E12,,no,"Not marked, but I see Lya here : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SBS1537+577,9190,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,SP,FALSE,FALSE,FALSE,9190,"9160, 9224",67pm16,1.47E13 pm 4.07E12,22.4pm 1.9,Lya,center is 9192 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SBS1537+577,9824,x,0,"('234.54167', '57.60361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0734,SP,FALSE,FALSE,FALSE,9824,"9795, 9845",40pm15,8.29E12 pm 3.39E12,18.6pm 2.9,Lya,center is 9820 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ080838.80+051440.0,1448,UMaDwarf,1,"('122.161666667', '5.24444444444')","(158.72, 51.92)",-99,-99,-99,-99,97.9712236,x,1313,1101,-347,0.101,x,x,x,x,x,x,0,x,x,x,dSph,dSph,0.003673,0.361,RT,?,FALSE,FALSE,1448,"1410, 1488",103pm25,2.37E13 pm 6.83E12,27.5pm 3.5,done,center is 1449 : NO GALAXIES : ONLY 1 GALAXY : ONLY 1 GALAXY
SDSSJ080838.80+051440.0,2474,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,2474,"2400, 2514",133pm23,3.03E13 pm 6.05E12,40.8pm 2.2,done,center is 2457 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ080838.80+051440.0,2596,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,2596,"2520, 2660",294pm21,9.38E13 pm 1.08E13,39.8pm 3.2,done,center is 2590 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ080838.80+051440.0,4158,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,4158,"4080, 4236",189pm23,4.30E13 pm 6.24E12,56.5pm 2.8,no,"Not labeled, looks like Lya to me : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SDSSJ080838.80+051440.0,4351,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,4351,"4272, 4386",187pm20,4.69E13 pm 6.39E12,39.2pm 1.6,done,center is 4329 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ080838.80+051440.0,4848,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,4848,"4769, 4895",158pm22,3.73E13 pm 6.01E12,41.7pm 3.9,done,center is 4832 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ080838.80+051440.0,8740,UGC04239,2,"('122.161666667', '5.24444444444')","(121.99208, 5.20667)",0.156372323,0.866011773,278.7260738,416.8226385,378.3176864,x,8893.1,8763,23,125.2551175,x,55.8,40.2,43.9,115,37.6,0,x,x,x,S,S,0.02923,0.361,RT,?,TRUE,TRUE,8740,"8560, 8876",883pm24,3.38E14 pm 2.10E13,92.6pm 2.1,done,center is 8718
SDSSJ080838.80+051440.0,8927,UGC04239,4,"('122.161666667', '5.24444444444')","(121.99208, 5.20667)",0.080887949,0.447968763,278.7260738,416.8226385,378.3176864,x,8893.1,8763,-164,125.2551175,x,55.8,40.2,43.9,115,37.6,0,x,x,x,S,S,0.02923,0.361,RT,?,FALSE,TRUE,8927,"8870, 8974",130pm19,3.37E13 pm 5.54E12,25.6pm 4.4,done,center is 8922 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ080838.80+051440.0,9760,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,9760,"9728, 9788",58pm15,1.25E13 pm 3.52E12,22.2pm 1.7,done,center is 9758 : ONLY 1 GALAXY : NO GALAXIES : NO GALAXIES
SDSSJ080838.80+051440.0,10195,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,FALSE,FALSE,FALSE,10195,"10048, 10344",780pm24,3.02E14 pm 1.97E13,80.6pm 2.2,done,center is 10196 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ135341.03+361948.0,6172,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,FALSE,FALSE,FALSE,6172,"6074, 6254",274pm10,7.25E13 pm 3.28E12,50.2pm 2.3,done,center is 6164 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ135341.03+361948.0,6419,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,FALSE,FALSE,FALSE,6419,"6388, 6450",48pm7,9.82E12 pm 1.51E12,23.6pm 2.6,no,"not marked, but looks like a small Lya line here : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SDSSJ135341.03+361948.0,6531,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,FALSE,FALSE,FALSE,6531,"6450, 6600",450pm6,2.05E14 pm 9.45E12,45.3pm 2.0,done,center is 6525 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ135341.03+361948.0,6642,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,FALSE,FALSE,FALSE,6642,"6600, 6720",233pm8,7.37E13 pm 3.53E12,32.2pm 3.3,done,center is 6660 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,1521,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,1521,"1470, 1582",162pm23,4.21E13 pm 7.11E12,30.2pm 3.5,working,center is 1526 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,1717,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,1717,"1634, 1794",349pm24,1.21E14 pm 1.45E13,41.3pm 2.4,working,center is 1714 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,2827,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,2827,"2800, 2856",45pm18,9.51E12 pm 4.13E12,22.3pm 5.3,working,center is 2828 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,4621,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,4621,"4606, 4642",34pm15,7.44E12 pm 3.52E12,11.9pm 4.1,working,center is 4624 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,5769,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,5769,"5712, 5834",314pm21,9.92E13 pm 1.22E13,38.1pm 2.2,working,center is 5773 : NO GALAXIES : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,7884,KUG1402+341,2,"('211.117916667', '33.895')","(211.12182, 33.95337)",1.390172539,1.420800101,203.6161637,210.6225629,117.5156913,x,8177.5,7919,35,115.175796,x,35.4,12.7,68.9,120,63.2,0,x,x,x,Spiral,Spiral,0.026415,0.549,RT,?,FALSE,TRUE,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON1009,1961,NGC2770,4,"('137.275416667', '32.6086111111')","(137.39045, 33.12353)",0.164986392,0.188422559,204.4092283,212.4100186,274.0145373,x,2143.1,1947,-14,29.967,x,35.6,7.3,78.1,x,42.7,NGC2770,.SAS5*.,72.4,148,SA(s)c:,SA(s)c:,0.006494,0.809,RT,?,TRUE,TRUE,1961,"1854, 2048",350pm21,1.05E14 pm 8.11E12,55.0pm3.5,Lya,"Lya labeled at 1961 _ I measure 1951, looks blended"
TON1009,3792,KUG0906+333ANED01,2,"('137.275416667', '32.6086111111')","(137.33077, 33.12324)",2.81E-11,1.19E-51,100.9194509,45.79467218,495.4967172,x,3900.9,3705,-87,54.94195498,x,12.8,5.6,64.1,x,x,0,x,x,x,x,x,0.012359,0.809,RT,?,FALSE,FALSE,3792,"3750, 3832",132pm12,3.44E13 pm 3.81E12,26.3pm 2.5,Lya,Lya labeled at 3792 _ I measure 3791. Ambigous : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON1009,4285,IC2439,2,"('137.275416667', '32.6086111111')","(137.16024, 32.59295)",1.206315195,0.802143787,153.4747113,113.9204766,108.5964284,x,4494.8,4299,14,63.30638611,x,23.5,7.5,71.3,30,50.8,MCG6-20-32,.L?....,-99,-99,S0?,S0?,0.01434,0.809,RT,?,TRUE,TRUE,4285,"4200, 4390",343pm17,1.26E14 pm 1.06E13,42.1pm 3.5,Lya,"Lya labeled at 4285 _ I measure 4295, loose galaxy group"
TON1009,7915,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,FALSE,FALSE,FALSE,7915,"7870, 7960",72pm16,1.49E13 pm 3.66E12,31.5pm 3.1,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7915 & 7995 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
TON1009,7995,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,FALSE,FALSE,FALSE,7995,"7960, 8030",66pm13,1.45E13 pm 3.16E12,26.0pm 1.4,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7915 & 7995 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1768,4869,x,0,"('324.70708', '-38.47778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,4869,"4820, 4902",39pm6,7.79E12 pm 1.22E12,29.7pm 1.5,Lya,center is 4861 : NO GALAXIES
RBS1768,5755,x,0,"('324.70708', '-38.47778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5755,"5662, 5828",378pm6,1.29E14 pm 3.52E12,45.8pm 2.4,Lya,center is 5745 : NO GALAXIES
RBS1768,5863,x,0,"('324.70708', '-38.47778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5863,"5826, 5924",102pm6,2.31E13 pm 1.52E12,32.0pm 2.8,Lya,center is 5875 : NO GALAXIES
RBS1768,6531,x,0,"('324.70708', '-38.47778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,6531,"6510, 6554",13pm5,2.46E12 pm 8.98E11,13.4pm 3.1,Lya,"center is 6532, very weak : NO GALAXIES"
RBS1768,9360,RFGC3781,1,"('324.707083333', '-38.4777777778')","(324.43825, -38.49256)",0.012841327,0.056112215,252.6639606,336.7193253,464.1724143,x,8951.1,9162,-198,126.0713339,x,48.4,7.7,80.8,x,x,0,x,x,x,Sb,Sb,0.030561,,,?,TRUE,TRUE,9360,"9288, 9426",364pm4,1.38E14 pm 4.07E12,43.6pm 1.6,Lya,center is 9357 : ONLY 1 GALAXY
RBS1768,9434,RFGC3781,1,"('324.707083333', '-38.4777777778')","(324.43825, -38.49256)",0.005382585,0.023520057,252.6639606,336.7193253,464.1724143,x,8951.1,9162,-272,126.0713339,x,48.4,7.7,80.8,x,x,0,x,x,x,Sb,Sb,0.030561,,,?,FALSE,TRUE,9434,"9420, 9502",160pm5,4.70E13 pm 1.90E12,25.4pm 2.6,Lya,center is 9461 : ONLY 1 GALAXY
RX_J1236.0+2641,795,NGC4559,13,"('189.017083333', '26.6933333333')","(188.99019, 27.95999)",0.268793879,0.132343049,164.562778,132.5745074,188.3658364,x,1096.5,807,12,8.519,x,26,12.2,62,148,30.9,NGC4559,.SXT6..,66,150,SAB(rs)cd      HII,SAB(rs)cd      HII,0.002692,,,?,TRUE,TRUE,795,"715, 873",295pm37,8.27E13 pm 1.45E13,47.1pm 3.1,Lya,center is 794
RX_J1236.0+2641,1012,NGC4565,18,"('189.017083333', '26.6933333333')","(189.08658, 25.98767)",0.452183811,0.540640262,291.6889111,460.1181761,159.4217198,x,1522,1230,218,12.894,x,59.6,6.9,83.3,x,39,NGC4565,.SAS3$/,82.2,136,SA(s)b? sp Sy3 Sy1.9,SA(s)b? sp Sy3 Sy1.9,0.004103,,,?,FALSE,TRUE,1012,"926, 1094",337pm32,9.62E13 pm 1.35E13,52.2pm 2.7,Lya,center is 1010 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1236.0+2641,1188,NGC4565,16,"('189.017083333', '26.6933333333')","(189.08658, 25.98767)",1.419540859,1.697232238,291.6889111,460.1181761,159.4217198,x,1522,1230,42,12.894,x,59.6,6.9,83.3,x,39,NGC4565,.SAS3$/,82.2,136,SA(s)b? sp Sy3 Sy1.9,SA(s)b? sp Sy3 Sy1.9,0.004103,,,?,TRUE,TRUE,1188,"1094, 1222",288pm24,9.02E13 pm 1.25E13,37.8pm 3.4,Lya,center is 1158
RX_J1236.0+2641,6404,NGC4555,12,"('189.017083333', '26.6933333333')","(188.92157, 26.52312)",0.032110779,0.136758528,267.2452036,380.3986396,326.4921116,x,6974.4,6683,279,98.23124879,x,52.5,39.9,40.5,120,86.6,NGC4555,.E.....,31.7,125,E,E,0.022292,,,?,FALSE,TRUE,6404,"6358, 6432",42pm11,8.44E12 pm 2.45E12,29.1pm 2.1,Lya,"center is 6395, weak : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1236.0+2641,7117,IC3585,13,"('189.017083333', '26.6933333333')","(189.16625, 26.82994)",0.029224371,0.053797951,221.9062923,253.9314888,356.5811986,x,7603,7312,195,107.0844161,x,40.1,38.5,16.3,90,45.7,0,x,x,x,SA(s)0^0^:,SA(s)0^0^:,0.02439,,,?,FALSE,TRUE,7117,"7016, 7222",428pm13,1.38E14 pm 6.52E12,57.7pm 2.1,Lya,center is 7119 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1236.0+2641,7223,IC3585,11,"('189.017083333', '26.6933333333')","(189.16625, 26.82994)",0.062029061,0.114186763,221.9062923,253.9314888,356.5811986,x,7603,7312,89,107.0844161,x,40.1,38.5,16.3,90,45.7,0,x,x,x,SA(s)0^0^:,SA(s)0^0^:,0.02439,,,?,FALSE,FALSE,7223,"7220, 7288",55pm9,1.15E13 pm 2.05E12,22.5pm 3.3,Lya,center is 7254 : VIRIAL AND CUSTOM INCLUDE MISMATCH
