AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
PG1302-102,3448,NGC4939,1,"('196.3875', '-10.55556')","(196.05996, -10.33961)",0.253120756,0.773821071,235.4681607,288.883113,264.7658706,x,3381.8,-66.2,39.118,x,43.7,30.1,46.4,5,61.2,NGC4939,.SAS4..,59.1,10,SA(s)bc        Sy2,SA(s)bc        Sy2,0.010374,0.2784,SP,?,TRUE,TRUE,3448,"3406, 3490",71pm5,1.51E13 pm 1.18E12,28.0pm 1.9,"d:Lya, OVI",marked both d:Lya at 3447 and OVI at 3448; p : ONLY 1 GALAXY
PG1302-102,5690,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5690,"5635, 5745",42pm6,8.18E12 pm 1.21E12,36.8pm 3.0,"Lya, d:NV","Lya labeled at 5683, d:NV at 5694 _ I measure 5690 : NO GALAXIES"
PG1302-102,5856,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5856,"5820, 5892",54pm5,1.12E13 pm 1.01E12,24.7pm 1.9,d:Lya,weak : NO GALAXIES
PG1302-102,5972,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5972,"59,455,999",27pm4,5.38E12 pm 8.37E11,18.6pm 2.1,d:Lya,MgII labeled at 5981.5 : NO GALAXIES
PG1302-102,6092,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,6092,"6034, 6150",40pm6,7.81E12 pm 1.23E12,40.8pm 2.1,d:Lya,"MgII labeled at 6097.3, d:Lya labeled at 6098 _ I measure 6092 : NO GALAXIES"
PG1302-102,6597,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,6597,"6558, 6636",58pm5,1.20E13 pm 1.06E12,26.8pm 1.7,"Lya, d:Lya","Lya labeled at 6597, d:Lya at 6572, AGN-Ol labeled at 6559.6 : NO GALAXIES"
PG1302-102,7576,PKS1302-102:[CPC2008]1027,1,"('196.3875', '-10.55556')","(196.49167, -10.41389)",-99,-99,-99,-99,336.4626924,x,7829.3,253.3,110.2720804,x,x,x,x,x,x,0,x,x,x,x,x,0.02521,0.2784,SP,?,TRUE,TRUE,7576,"7542, 7610",42pm5,8.49E12 pm 1.05E12,23.1pm 2.3,"Lya, d:Lya","Lya labeled at 7576, d:Lya at 7573 : ONLY 1 GALAXY"
PG1302-102,9856,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,9856,"9827, 9885",31pm4,6.23E12 pm 8.27E11,20.2pm 2.0,d:Lya,"d:Lya labeled at 9837, SiI labeled 9766 : NO GALAXIES"
SBS1108+560,705,UGC06225,3,"('167.88375', '55.79028')","(167.87904, 55.67411)",0.685397476,0.688575481,228.3555832,270.2492035,29.04206628,x,910.4,205.4,14.32,x,41.8,9.2,77.3,83,81.7,NGC3556,.SBS6./,75.1,80,SB(s)cd        HII,SB(s)cd        HII,0.002332,0.765,DG,?,TRUE,TRUE,705,"525, 885",1105pm71,3.22E14 pm 4.49E13,133.2pm 2.1,d:Lya,"d:Lya marked at 732, I measure 705 (bit messy though)"
SBS1108+560,956,UGC06225,2,"('167.88375', '55.79028')","(167.87904, 55.67411)",1.868224748,1.876887209,228.3555832,270.2492035,29.04206628,x,910.4,-45.6,14.32,x,41.8,9.2,77.3,83,81.7,NGC3556,.SBS6./,75.1,80,SB(s)cd        HII,SB(s)cd        HII,0.002332,0.765,DG,?,TRUE,TRUE,956,"895, 1017",290pm45,8.01E13 pm 2.14E13,41.4pm 2.3,d:Lya,"d:Lya marked at 929, I measure 956"
SBS1108+560,5433,x,0,"('167.88375', '55.79028')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.765,DG,FALSE,FALSE,FALSE,5433,"5404, 5462",118pm31,3.13E13 pm 1.18E13,21.3pm 3.3,d:Lya,"d:Lya marked at 5417, I measure 5433 : NO GALAXIES"
PG1216+069,1903,NGC4260,21,"('184.83708', '6.64389')","(184.84267, 6.09868)",0.001481514,0.002188253,208.3540511,221.4224379,384.4546253,x,2255.7,352.7,40.4,x,36.6,17.6,61.3,45,45.6,NGC4260,.SBS1..,59.9,58,SB(s)a;Sy      LINER,SB(s)a;Sy      LINER,0.006531,0.3313,SP,FALSE,FALSE,TRUE,1903,"1461, 2345",2222pm20,1.14E15 pm 2.81E13,229.4pm 4.6,"d:Lya, Lya","DLA, bit far away, 1125, 1449, 2971, and 3040 Lya and AGN-Ly series markers over nothing, near NGC4260 & many other galaxies; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1216+069,3797,SDSSJ121903.72+063342.9,1,"('184.83708', '6.64389')","(184.76552, 6.56194)",0.005562434,1.75E-13,71.06873748,21.36663287,110.1638657,x,4131,334,58.18263304,x,7.7,3.7,61.3,156,64.9,0,x,x,x,x,x,0.012787,0.3313,SP,?,TRUE,TRUE,3797,"3694, 3900",331pm10,9.10E13 pm 3.24E12,55.2pm 2.4,"Lya, d:Lya","Lya labeled at 3775, 3812, d:Lya labeled at 3797 : ONLY 1 GALAXY"
PG1216+069,5657,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,FALSE,FALSE,FALSE,5657,"5612, 5702",95pm6,2.06E13 pm 1.60E12,33.7pm 2.1,d:Lya,"Lya labeled at 5674 _ I measure 5657, blended with Clll : NO GALAXIES"
PG1216+069,7178,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,FALSE,FALSE,FALSE,7178,"7104, 7252",161pm8,3.75E13 pm 2.06E12,41.9pm 2.9,"Lya, d:Lya","Lya labeled at 7178, d:Lya at 7176 : NO GALAXIES"
IRAS_Z06229-6434,1279,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,FALSE,FALSE,FALSE,1279,"1235, 1325",64pm7,1.31E13 pm 1.59E12,30.3pm 2.3,d:Lya,"center is 1280, only HIPASSJ0608-63 at 1554 km/s with b = 736 kpc : NO GALAXIES"
IRAS_Z06229-6434,1353,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,FALSE,FALSE,FALSE,1353,"1330, 1376",18pm5,3.62E12 pm 1.02E12,13.3pm 2.7,no,Not marked : NO GALAXIES
IRAS_Z06229-6434,3689,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,FALSE,FALSE,FALSE,3689,"3595, 3755",284pm6,8.98E13 pm 2.51E12,39.0pm 2.6,d:Lya,"center is 3675, no galaxies within 1000 km/s and 800 km/s : NO GALAXIES"
SDSSJ080908.13+461925.6,2294,UGC04260,2,"('122.28375', '46.32389')","(122.78651, 46.4654)",0.00019275,1.52E-35,75.46623913,24.34551293,217.6633981,x,2391,97,33.299999,x,8.4,3.5,65.2,110,42.2,UGC4260,.I..9*.,24.2,-99,Im:,Im:,0.007519,0.6563,SP,?,TRUE,TRUE,2294,"2230, 2358",83pm14,1.72E13 pm 3.18E12,38.5pm 4.9,d:Lya,"d:Lya marked at 2281, I measure 2294"
SDSSJ080908.13+461925.6,3107,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,3107,"3040, 3174",208pm12,5.56E13 pm 3.88E12,37.0pm 2.8,d:Lya,"d:Lya marked at 3122, I measure 3107. UGC04258 is at correct velocity, but b = 693 kpc : NO GALAXIES"
SDSSJ080908.13+461925.6,3223,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,3223,"3174, 3272",71pm11,1.46E13 pm 2.54E12,37.1pm 2.2,d:Lya,"d:Lya marked at 3205, I measure 3223. UGC04258 is at correct velocity, but b = 693 kpc : NO GALAXIES"
SDSSJ080908.13+461925.6,5977,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,5977,"5944, 6010",49pm9,1.02E13 pm 1.95E12,23.2pm 2.4,d:Lya,possibly blended with MgII : NO GALAXIES
SDSSJ080908.13+461925.6,6766,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,6766,"6668, 6864",543pm10,2.55E14 pm 1.41E13,55.9pm 1.8,d:Lya,"d:Lya labeled at 6774, I measure 6766. This galaxy is ~500km/s away, and MCG+08-15-040 has correct velocity but b = 734 : NO GALAXIES"
SDSSJ080908.13+461925.6,6913,SDSSJ080842.74+461828.9,1,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.01618916,4.04E-05,103.0851275,47.95798161,132.6306394,x,7227.2,314.2,101.791107,x,13.2,10.6,36.9,74,3.8,0,x,x,x,x,x,0.023656,0.6563,SP,?,TRUE,TRUE,6913,"6864, 6062",151pm9,3.57E13 pm 2.76E12,38.6pm 1.9,d:Lya,"d:Lya labeled at 6900, I measure 6913 : ONLY 1 GALAXY"
SDSSJ080908.13+461925.6,7112,SDSSJ080842.74+461828.9,1,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.137085787,0.000342207,103.0851275,47.95798161,132.6306394,x,7227.2,115.2,101.791107,x,13.2,10.6,36.9,74,3.8,0,x,x,x,x,x,0.023656,0.6563,SP,?,TRUE,TRUE,7112,"7044, 7180",160pm12,3.73E13 pm 3.08E12,42.0pm 3.5,d:Lya,"d:Lya labeled at 7117, I measure 7112 : ONLY 1 GALAXY"
TON1009,1951,NGC2770,5,"('137.27542', '32.60861')","(137.39045, 33.12353)",0.065903978,0.0752656,204.4092283,212.4100186,274.0148385,x,2143.1,192.1,29.967,x,35.6,7.3,78.1,x,42.7,NGC2770,.SAS5*.,72.4,148,SA(s)c:,SA(s)c:,0.006494,0.809,RT,?,TRUE,TRUE,1951,"1854, 2048",350pm21,1.05E14 pm 8.11E12,55.0pm3.5,Lya,"Lya labeled at 1961 _ I measure 1951, looks blended"
TON1009,3791,KUG0906+333ANED01,2,"('137.27542', '32.60861')","(137.33077, 33.12324)",2.51E-11,1.06E-51,100.9194509,45.79467218,495.4975368,x,3900.9,109.9,54.94195498,x,12.8,5.6,64.1,x,x,0,x,x,x,x,x,0.012359,0.809,RT,?,TRUE,TRUE,3791,"3750, 3832",132pm12,3.44E13 pm 3.81E12,26.3pm 2.5,Lya,Lya labeled at 3792 _ I measure 3792. Ambigous
TON1009,4295,IC2439,4,"('137.27542', '32.60861')","(137.16024, 32.59295)",0.446838957,0.297120827,153.4747113,113.9204766,108.5992962,x,4494.8,199.8,63.30638611,x,23.5,7.5,71.3,30,50.8,MCG6-20-32,.L?....,-99,-99,S0?,S0?,0.01434,0.809,RT,?,TRUE,TRUE,4295,"4200, 4390",343pm17,1.26E14 pm 1.06E13,42.1pm 3.5,Lya,"Lya labeled at 4285 _ I measure 4295, loose galaxy group"
TON1009,7906,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,FALSE,FALSE,FALSE,7906,"7862, 7950",65pm16,1.35E13 pm 3.58E12,30.2pm 5.2,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7906 & 7995 : NO GALAXIES"
TON1009,7995,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,FALSE,FALSE,FALSE,7995,"7957, 8033",67pm13,1.53E13 pm 3.29E12,26.2pm 3.1,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7906 & 7995 : NO GALAXIES"
RX_J1330.8+3119,1732,SDSSJ133025.22+304141.9,11,"('202.72167', '31.32556')","(202.60509, 30.69498)",2.39E-75,0,25.0616555,2.216528818,325.6855514,x,2075.2,343.2,29.22781275,x,1.7,0.8,62.6,105,84,0,x,x,x,Extended Src [SDSS],Extended Src [SDSS],0.006,0.241,DG,?,TRUE,TRUE,1732,"1654, 1810",153pm18,3.35E13 pm 4.54E12,53.7pm 2.3,f:Lya,"f:Lya labeled at 1740, I measure 1732"
RX_J1330.8+3119,2660,RCS05100405241,1,"('202.72167', '31.32556')","(202.1176, 30.6804)",-99,-99,-99,-99,483.11576,x,2375.8,-284.2,33.46156499,x,x,x,x,x,x,0,x,x,x,x,x,0.007,0.241,DG,?,TRUE,TRUE,2660,"2550, 2770",462pm17,1.71E14 pm 1.21E13,56.5pm 2.6,f:Lya,"f:Lya labeled at 2654, I measure 2660. This galaxy is tiny, far away, and has no info (phot redshifts also).  : ONLY 1 GALAXY"
RX_J1330.8+3119,2822,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,2822,"2779, 2865",77pm13,1.63E13 pm 2.96E12,38.7pm 2.8,no,"Not marked, possibly weak Lya. This galaxy is tiny, far away, and has no info (phot redshifts also).  : NO GALAXIES"
RX_J1330.8+3119,4839,UGC08496NED02,5,"('202.72167', '31.32556')","(202.5724, 31.33278)",0.013850576,8.30E-07,100.9194509,45.79467218,160.2412903,x,5104.2,265.2,71.89071302,x,12.8,6.6,58.7,47,46.2,UGC8496,.S?....,59.1,-99,HII,HII,0.016108,0.241,DG,?,TRUE,TRUE,4839,"4735, 4943",404pm16,1.41E14 pm 9.65E12,50.7pm 2.9,f:Lya,"good. Several other, closer galaxies. Just a bit too ambiguous"
RX_J1330.8+3119,7412,UGC08492,4,"('202.72167', '31.32556')","(202.52721, 31.38811)",0.009814685,0.011848836,204.0128691,211.5156614,335.4060644,x,7689.2,277.2,108.2987054,x,35.5,34.1,16.2,70,40.6,UGC8492,.S?....,12.2,-99,S0,S0,0.02473,0.241,DG,TRUE,FALSE,TRUE,7412,"7323, 7501",328pm15,1.08E14 pm 7.76E12,46.1pm 2.9,f:Lya,"f:Lya labeled at 7401, I measure 7412. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,10180,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,10180,"10046, 10314",817pm13,4.14E14 pm 2.43E13,83.2pm 1.6,f:Lya,"f:Lya labeled at 10191, I measure 10180. I don't have galaxy information out this far : NO GALAXIES"
SDSSJ140428.30+335342.0,1521,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,1521,"1470, 1582",162pm23,4.21E13 pm 7.11E12,30.2pm 3.5,working,center is 1526 : NO GALAXIES
SDSSJ140428.30+335342.0,1717,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,1717,"1634, 1794",349pm24,1.21E14 pm 1.45E13,41.3pm 2.4,working,center is 1714 : NO GALAXIES
SDSSJ140428.30+335342.0,2827,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,2827,"2800, 2856",45pm18,9.51E12 pm 4.13E12,22.3pm 5.3,working,center is 2828 : NO GALAXIES
SDSSJ140428.30+335342.0,4621,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,4621,"4606, 4642",34pm15,7.44E12 pm 3.52E12,11.9pm 4.1,working,center is 4624 : NO GALAXIES
SDSSJ140428.30+335342.0,5769,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,5769,"5712, 5834",314pm21,9.92E13 pm 1.22E13,38.1pm 2.2,working,center is 5773 : NO GALAXIES
SDSSJ140428.30+335342.0,7884,KUG1402+341,2,"('211.11792', '33.895')","(211.12182, 33.95337)",0.166376558,0.170042061,203.6161637,210.6225629,117.5153834,x,8177.5,293.5,115.175796,x,35.4,12.7,68.9,120,63.2,0,x,x,x,Spiral,Spiral,0.026415,0.549,RT,TRUE,FALSE,TRUE,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ140428.30+335342.0,8477,KUG1402+341,2,"('211.11792', '33.895')","(211.12182, 33.95337)",0.152216468,0.155570005,203.6161637,210.6225629,117.5153834,x,8177.5,-299.5,115.175796,x,35.4,12.7,68.9,120,63.2,0,x,x,x,Spiral,Spiral,0.026415,0.549,RT,TRUE,FALSE,TRUE,8477,"8458, 8498",33pm16,6.98E12 pm 3.66E12,14.1pm 3.3,working,center is 8478 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J0714.5+7408,1344,UGC03739,2,"('108.65083', '74.13639')","(109.13343, 75.74151)",1.20E-29,0,58.44741601,13.96824971,475.115241,x,1200.5,-143.5,16.9081605,x,5.8,4.5,38.7,x,x,UGC3739,.I..9*.,39.1,-99,Im:,Im:,0.003736,0.371,SP,?,TRUE,TRUE,1344,"1322, 1374",24pm8,4.64E12 pm 1.66E12,18.7pm 2.7,done,"very weak, center is 1348"
RX_J0714.5+7408,2560,UGC03730NED02,3,"('108.65083', '74.13639')","(108.58467, 73.47342)",2.12E-07,1.27E-19,123.2444344,70.7121701,458.0276725,x,2809.4,249.4,39.56875494,x,17.1,10.9,50.2,5,3.4,UGC3730,.RING..,58.3,165,Ring,Ring,0.0091,0.371,SP,?,TRUE,TRUE,2560,"2522, 2588",28pm7,5.46E12 pm 1.45E12,23.8pm 3.5,done,"weak, center is 2555"
RX_J0714.5+7408,2654,UGC03730NED02,3,"('108.65083', '74.13639')","(108.58467, 73.47342)",5.49E-07,3.28E-19,123.2444344,70.7121701,458.0276725,x,2809.4,155.4,39.56875494,x,17.1,10.9,50.2,5,3.4,UGC3730,.RING..,58.3,165,Ring,Ring,0.0091,0.371,SP,?,TRUE,TRUE,2654,"2596, 2714",106pm9,2.26E13 pm 2.12E12,40.0pm 2.0,done,center is 2655
RX_J0714.5+7408,4079,UGC03717,1,"('108.65083', '74.13639')","(108.31017, 73.84314)",0.067083128,0.072568599,201.6273975,206.1760146,270.6033265,x,4268.8,189.8,50.35,x,34.9,16.8,61.3,115,82.6,UGC3717,.S..4..,68.7,103,Sbc,Sbc,0.01397,0.371,SP,?,TRUE,TRUE,4079,"4030, 4114",58pm7,1.18E13 pm 1.65E12,29.0pm 2.0,done,center is 4072 : ONLY 1 GALAXY
RX_J0714.5+7408,4259,UGC03717,1,"('108.65083', '74.13639')","(108.31017, 73.84314)",0.164701142,0.17816896,201.6273975,206.1760146,270.6033265,x,4268.8,9.8,50.35,x,34.9,16.8,61.3,115,82.6,UGC3717,.S..4..,68.7,103,Sbc,Sbc,0.01397,0.371,SP,?,TRUE,TRUE,4259,"4164, 4354",410pm9,1.70E14 pm 7.19E12,43.8pm 2.6,done,"very likely Lya, but not yet fully identified : ONLY 1 GALAXY"
RX_J0714.5+7408,5322,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,FALSE,FALSE,FALSE,5322,"5294, 5380",39pm8,7.55E12 pm 1.57E12,37.0pm 1.9,done,"very weak, center is 5337 : NO GALAXIES"
RX_J0714.5+7408,9563,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,FALSE,FALSE,FALSE,9563,"9562, 9592",14pm4,2.87E12 pm 8.92E11,9.9pm 4.1,done,"very weak, center is 9577 : NO GALAXIES"
PG1121+423,2364,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2364,"2304, 2424",65pm10,1.29E13 pm 2.06E12,49.1pm 1.6,d:Lya,"d:Lya labeled at 2392, I measure 2364. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,2604,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2604,"2560, 2648",83pm8,1.79E13 pm 1.86E12,28.7pm 2.8,d:Lya,"d:Lya labeled at 2599, I measure 2604. Nothing with b<500 kpc : NO GALAXIES"
PG1121+423,2695,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2695,"2650, 2740",50pm8,9.90E12 pm 1.73E12,32.1pm 2.6,d:Lya,"d:Lya labeled at 2700, I measure 2695. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,2987,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2987,"2937, 3037",64pm8,1.32E13 pm 1.85E12,29.8pm 2.7,d:Lya,"d:Lya labeled at 2998, I measure 2987. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,3153,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,3153,"3098, 3208",50pm9,9.88E12 pm 1.89E12,35.4pm 2.3,d:Lya,"d:Lya labeled at 3156, I measure 3153. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,4341,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,4341,"4286, 4396",95pm8,2.03E13 pm 1.92E12,34.8pm 2.9,d:Lya,"d:Lya labeled at 4357, I measure 4341. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,7139,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,7139,"7078, 7200",156pm7,3.64E13 pm 1.96E12, 37.7pm 2.2,d:Lya,"d:Lya labeled at 7144, I measure 7139 : NO GALAXIES"
PG1121+423,7235,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.004514104,2.04E-05,104.1603213,49.05205398,129.2311645,x,7628,393,107.436169,x,13.4,5.8,64.5,133,19.7,0,x,x,x,x,x,0.024596,0.234,RT,?,TRUE,TRUE,7235,"7200, 7270",46pm6,9.17E12 pm 1.32E12,26.4pm 2.3,d:Lya,"d:Lya labeled at 7279, I measure 7235 : ONLY 1 GALAXY"
PG1121+423,7349,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.030643078,0.000138174,104.1603213,49.05205398,129.2311645,x,7628,279,107.436169,x,13.4,5.8,64.5,133,19.7,0,x,x,x,x,x,0.024596,0.234,RT,?,TRUE,TRUE,7349,"7267, 7431",359pm7,1.27E14 pm 4.05E12,41.9pm 2.1,d:Lya,"d:Lya labeled at 7348, I measure 7349 : ONLY 1 GALAXY"
PG1121+423,10120,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,10120,"10028, 10212",232pm7,5.41E13 pm 1.99E12,55.9pm 2.5,d:Lya,"d:Lya labeled at 10135, I measure 10120. I don't have galaxy information out this far : NO GALAXIES"
RBS2070,8966,2dFGRSS357Z063,5,"('359.7825', '-30.6275')","(359.90758, -30.65589)",0.060645064,0.055992998,193.5820879,188.7095361,239.1202735,x,8740,-226,123.0992462,x,32.9,22.2,47.6,x,x,0,x,x,x,x,x,0.0301,0.165,NP,FALSE,FALSE,FALSE,8966,"8832, 9110",777pm10,4.11E14 pm 1.91E13,76.8pm 1.8,yes,"center is 8971, 2dFGRSS357Z063 appears to be another name for the same galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C351.0,3446,NGC6310,7,"('256.1725', '60.74194')","(256.98946, 60.99017)",0.013767677,0.015302318,200.0300187,202.6416171,406.3431189,x,3525.7,79.7,49.65828781,x,34.5,8.3,76.1,70,11.9,NGC6310,.S..3*/,77.7,69,Sb: sp,Sb: sp,0.011405,0.3719,SP,FALSE,FALSE,TRUE,3446,"3372, 3520",145pm15,3.19E13 pm 3.76E12,49.0pm 3.2,yes,"Lya labeled at 3481, I measure 3446. Lots of large galaxies around : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C351.0,3608,NGC6310,4,"('256.1725', '60.74194')","(256.98946, 60.99017)",0.013623464,0.01514203,200.0300187,202.6416171,406.3431189,x,3525.7,-82.3,49.65828781,x,34.5,8.3,76.1,70,11.9,NGC6310,.S..3*/,77.7,69,Sb: sp,Sb: sp,0.011405,0.3719,SP,FALSE,FALSE,TRUE,3608,"3539, 3677",194pm13,4.93E13 pm 4.09E12,39.3pm 2.3,yes,"Lya labeled at 3614, I measure 3608. Too many large galaxies nearby : VIRIAL AND CUSTOM INCLUDE MISMATCH"
